r,coalition_key,active_gate_indices,included_gate_indices_total,n_active_gates,n_total_gates,value_accuracy,data_index,convention,svc_c,train_path,test_path,train_shape,test_shape,feature_columns,label_column,train_sha256,test_sha256
2,6-7-12-13,6-7-12-13,1-3-6-7-8-10-12-13,4,8,0.51,3,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0,/Users/iratimush/xqml-thesis/data/qsvm-traindata-3.csv,/Users/iratimush/xqml-thesis/data/qsvm-testdata-3.csv,40x2,1000x2,x0|x1,y,11a4200d0f8576ffc90cfffa6fc0f744b5b64ecfb31d3cdb0fe01cff8acd6526,a7fdb0e3521072fcd2014ee5bcb60723153274a70ace998b56349d7992ba2ca8
2,6-7-12-13-14,6-7-12-13-14,1-3-6-7-8-10-12-13-14,5,9,0.51,3,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0,/Users/iratimush/xqml-thesis/data/qsvm-traindata-3.csv,/Users/iratimush/xqml-thesis/data/qsvm-testdata-3.csv,40x2,1000x2,x0|x1,y,11a4200d0f8576ffc90cfffa6fc0f744b5b64ecfb31d3cdb0fe01cff8acd6526,a7fdb0e3521072fcd2014ee5bcb60723153274a70ace998b56349d7992ba2ca8
2,6-7-13,6-7-13,1-3-6-7-8-10-13,3,7,0.547,3,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0,/Users/iratimush/xqml-thesis/data/qsvm-traindata-3.csv,/Users/iratimush/xqml-thesis/data/qsvm-testdata-3.csv,40x2,1000x2,x0|x1,y,11a4200d0f8576ffc90cfffa6fc0f744b5b64ecfb31d3cdb0fe01cff8acd6526,a7fdb0e3521072fcd2014ee5bcb60723153274a70ace998b56349d7992ba2ca8
2,6-7-13-14,6-7-13-14,1-3-6-7-8-10-13-14,4,8,0.547,3,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0,/Users/iratimush/xqml-thesis/data/qsvm-traindata-3.csv,/Users/iratimush/xqml-thesis/data/qsvm-testdata-3.csv,40x2,1000x2,x0|x1,y,11a4200d0f8576ffc90cfffa6fc0f744b5b64ecfb31d3cdb0fe01cff8acd6526,a7fdb0e3521072fcd2014ee5bcb60723153274a70ace998b56349d7992ba2ca8
2,6-9-11-13,6-9-11-13,1-3-6-8-9-10-11-13,4,8,0.489,3,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0,/Users/iratimush/xqml-thesis/data/qsvm-traindata-3.csv,/Users/iratimush/xqml-thesis/data/qsvm-testdata-3.csv,40x2,1000x2,x0|x1,y,11a4200d0f8576ffc90cfffa6fc0f744b5b64ecfb31d3cdb0fe01cff8acd6526,a7fdb0e3521072fcd2014ee5bcb60723153274a70ace998b56349d7992ba2ca8
2,6-9-13,6-9-13,1-3-6-8-9-10-13,3,7,0.547,3,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0,/Users/iratimush/xqml-thesis/data/qsvm-traindata-3.csv,/Users/iratimush/xqml-thesis/data/qsvm-testdata-3.csv,40x2,1000x2,x0|x1,y,11a4200d0f8576ffc90cfffa6fc0f744b5b64ecfb31d3cdb0fe01cff8acd6526,a7fdb0e3521072fcd2014ee5bcb60723153274a70ace998b56349d7992ba2ca8
2,6-11-13,6-11-13,1-3-6-8-10-11-13,3,7,0.489,3,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0,/Users/iratimush/xqml-thesis/data/qsvm-traindata-3.csv,/Users/iratimush/xqml-thesis/data/qsvm-testdata-3.csv,40x2,1000x2,x0|x1,y,11a4200d0f8576ffc90cfffa6fc0f744b5b64ecfb31d3cdb0fe01cff8acd6526,a7fdb0e3521072fcd2014ee5bcb60723153274a70ace998b56349d7992ba2ca8
2,6-12-13,6-12-13,1-3-6-8-10-12-13,3,7,0.547,3,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0,/Users/iratimush/xqml-thesis/data/qsvm-traindata-3.csv,/Users/iratimush/xqml-thesis/data/qsvm-testdata-3.csv,40x2,1000x2,x0|x1,y,11a4200d0f8576ffc90cfffa6fc0f744b5b64ecfb31d3cdb0fe01cff8acd6526,a7fdb0e3521072fcd2014ee5bcb60723153274a70ace998b56349d7992ba2ca8
2,6-12-13-14,6-12-13-14,1-3-6-8-10-12-13-14,4,8,0.547,3,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0,/Users/iratimush/xqml-thesis/data/qsvm-traindata-3.csv,/Users/iratimush/xqml-thesis/data/qsvm-testdata-3.csv,40x2,1000x2,x0|x1,y,11a4200d0f8576ffc90cfffa6fc0f744b5b64ecfb31d3cdb0fe01cff8acd6526,a7fdb0e3521072fcd2014ee5bcb60723153274a70ace998b56349d7992ba2ca8
2,6-13,6-13,1-3-6-8-10-13,2,6,0.547,3,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0,/Users/iratimush/xqml-thesis/data/qsvm-traindata-3.csv,/Users/iratimush/xqml-thesis/data/qsvm-testdata-3.csv,40x2,1000x2,x0|x1,y,11a4200d0f8576ffc90cfffa6fc0f744b5b64ecfb31d3cdb0fe01cff8acd6526,a7fdb0e3521072fcd2014ee5bcb60723153274a70ace998b56349d7992ba2ca8
2,6-13-14,6-13-14,1-3-6-8-10-13-14,3,7,0.547,3,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0,/Users/iratimush/xqml-thesis/data/qsvm-traindata-3.csv,/Users/iratimush/xqml-thesis/data/qsvm-testdata-3.csv,40x2,1000x2,x0|x1,y,11a4200d0f8576ffc90cfffa6fc0f744b5b64ecfb31d3cdb0fe01cff8acd6526,a7fdb0e3521072fcd2014ee5bcb60723153274a70ace998b56349d7992ba2ca8
2,7,7,1-3-7-8-10,1,5,0.5,3,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0,/Users/iratimush/xqml-thesis/data/qsvm-traindata-3.csv,/Users/iratimush/xqml-thesis/data/qsvm-testdata-3.csv,40x2,1000x2,x0|x1,y,11a4200d0f8576ffc90cfffa6fc0f744b5b64ecfb31d3cdb0fe01cff8acd6526,a7fdb0e3521072fcd2014ee5bcb60723153274a70ace998b56349d7992ba2ca8
2,7-12,7-12,1-3-7-8-10-12,2,6,0.5,3,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0,/Users/iratimush/xqml-thesis/data/qsvm-traindata-3.csv,/Users/iratimush/xqml-thesis/data/qsvm-testdata-3.csv,40x2,1000x2,x0|x1,y,11a4200d0f8576ffc90cfffa6fc0f744b5b64ecfb31d3cdb0fe01cff8acd6526,a7fdb0e3521072fcd2014ee5bcb60723153274a70ace998b56349d7992ba2ca8
2,7-12-14,7-12-14,1-3-7-8-10-12-14,3,7,0.5,3,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0,/Users/iratimush/xqml-thesis/data/qsvm-traindata-3.csv,/Users/iratimush/xqml-thesis/data/qsvm-testdata-3.csv,40x2,1000x2,x0|x1,y,11a4200d0f8576ffc90cfffa6fc0f744b5b64ecfb31d3cdb0fe01cff8acd6526,a7fdb0e3521072fcd2014ee5bcb60723153274a70ace998b56349d7992ba2ca8
2,7-14,7-14,1-3-7-8-10-14,2,6,0.5,3,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0,/Users/iratimush/xqml-thesis/data/qsvm-traindata-3.csv,/Users/iratimush/xqml-thesis/data/qsvm-testdata-3.csv,40x2,1000x2,x0|x1,y,11a4200d0f8576ffc90cfffa6fc0f744b5b64ecfb31d3cdb0fe01cff8acd6526,a7fdb0e3521072fcd2014ee5bcb60723153274a70ace998b56349d7992ba2ca8
2,9,9,1-3-8-9-10,1,5,0.5,3,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0,/Users/iratimush/xqml-thesis/data/qsvm-traindata-3.csv,/Users/iratimush/xqml-thesis/data/qsvm-testdata-3.csv,40x2,1000x2,x0|x1,y,11a4200d0f8576ffc90cfffa6fc0f744b5b64ecfb31d3cdb0fe01cff8acd6526,a7fdb0e3521072fcd2014ee5bcb60723153274a70ace998b56349d7992ba2ca8
2,9-11,9-11,1-3-8-9-10-11,2,6,0.5,3,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0,/Users/iratimush/xqml-thesis/data/qsvm-traindata-3.csv,/Users/iratimush/xqml-thesis/data/qsvm-testdata-3.csv,40x2,1000x2,x0|x1,y,11a4200d0f8576ffc90cfffa6fc0f744b5b64ecfb31d3cdb0fe01cff8acd6526,a7fdb0e3521072fcd2014ee5bcb60723153274a70ace998b56349d7992ba2ca8
2,11,11,1-3-8-10-11,1,5,0.5,3,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0,/Users/iratimush/xqml-thesis/data/qsvm-traindata-3.csv,/Users/iratimush/xqml-thesis/data/qsvm-testdata-3.csv,40x2,1000x2,x0|x1,y,11a4200d0f8576ffc90cfffa6fc0f744b5b64ecfb31d3cdb0fe01cff8acd6526,a7fdb0e3521072fcd2014ee5bcb60723153274a70ace998b56349d7992ba2ca8
2,12,12,1-3-8-10-12,1,5,0.5,3,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0,/Users/iratimush/xqml-thesis/data/qsvm-traindata-3.csv,/Users/iratimush/xqml-thesis/data/qsvm-testdata-3.csv,40x2,1000x2,x0|x1,y,11a4200d0f8576ffc90cfffa6fc0f744b5b64ecfb31d3cdb0fe01cff8acd6526,a7fdb0e3521072fcd2014ee5bcb60723153274a70ace998b56349d7992ba2ca8
2,12-14,12-14,1-3-8-10-12-14,2,6,0.5,3,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0,/Users/iratimush/xqml-thesis/data/qsvm-traindata-3.csv,/Users/iratimush/xqml-thesis/data/qsvm-testdata-3.csv,40x2,1000x2,x0|x1,y,11a4200d0f8576ffc90cfffa6fc0f744b5b64ecfb31d3cdb0fe01cff8acd6526,a7fdb0e3521072fcd2014ee5bcb60723153274a70ace998b56349d7992ba2ca8
2,13,13,1-3-8-10-13,1,5,0.5,3,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0,/Users/iratimush/xqml-thesis/data/qsvm-traindata-3.csv,/Users/iratimush/xqml-thesis/data/qsvm-testdata-3.csv,40x2,1000x2,x0|x1,y,11a4200d0f8576ffc90cfffa6fc0f744b5b64ecfb31d3cdb0fe01cff8acd6526,a7fdb0e3521072fcd2014ee5bcb60723153274a70ace998b56349d7992ba2ca8
2,14,14,1-3-8-10-14,1,5,0.5,3,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0,/Users/iratimush/xqml-thesis/data/qsvm-traindata-3.csv,/Users/iratimush/xqml-thesis/data/qsvm-testdata-3.csv,40x2,1000x2,x0|x1,y,11a4200d0f8576ffc90cfffa6fc0f744b5b64ecfb31d3cdb0fe01cff8acd6526,a7fdb0e3521072fcd2014ee5bcb60723153274a70ace998b56349d7992ba2ca8
